# EGS HST Catalogue
# From https://archive.stsci.edu/hlsp/candels/egs-catalogs
RA,Dec
214.8694295,52.8740931
215.1734769,53.0885244
214.9041848,52.8982194
215.0013443,52.9651757
214.8768182,52.8778341
214.707552,52.7567719
214.8140911,52.8348976
214.7966209,52.8215829
214.8168882,52.8369162
215.168308,53.0853505
214.7271745,52.7724244
215.1505553,53.0727007
214.6877255,52.7446562
214.8143081,52.8343931
214.9895947,52.9592224
214.7530251,52.7913729
215.0959535,53.0345203
214.9987913,52.9660048
214.7378612,52.7804236
215.0476648,53.0005349
214.7518657,52.7904369
214.9724219,52.9473147
214.7902862,52.8180164
214.8698105,52.8746453
215.1021486,53.0383132
215.0406711,52.9953307
214.782684,52.8125535
214.9971011,52.9642365
214.8790118,52.8812192
215.0200197,52.9808196
215.0183334,52.9789775
215.0490162,53.0008641
214.9663551,52.9431646
215.1390319,53.0643862
214.7452308,52.7846234
214.9374421,52.9203621
215.0081689,52.9717719
215.1128124,53.0454948
214.8758891,52.8780622
214.8130163,52.834298
214.7464549,52.7868038
214.6409148,52.7111977
214.720497,52.7678505
215.1229336,53.0507276
214.9178833,52.9082215
214.9160733,52.9055647
214.8297355,52.8461308
214.6752276,52.7349325
214.9270969,52.9145181
214.9059828,52.9004605
215.1079259,53.0431475
215.0933082,53.0328665
214.983924,52.953541
215.0390399,52.9946409
214.6658162,52.7291493
214.9479485,52.9302465
214.8207364,52.8388504
214.8534597,52.8631972
215.1688977,53.0853191
214.9115017,52.904425
214.8866514,52.8862835
214.7555007,52.7921778
214.7386456,52.7813308
214.8870017,52.8865963
215.0443875,52.9984362
214.7771077,52.8088167
214.8497961,52.8604823
214.7815433,52.811858
214.9314902,52.9180185
215.0035084,52.9695931
214.7878529,52.8145088
214.8768736,52.8772855
214.7165751,52.7653822
214.7889944,52.8173355
215.0786502,53.0225494
214.7588596,52.7958433
214.8552722,52.8645586
214.7936767,52.8207057
215.1575609,53.0775189
214.970295,52.945796
214.8989826,52.8950021
214.9173618,52.9087062
214.8585764,52.866954
214.9756779,52.9500162
214.8802977,52.8823849
215.0460212,52.997812
215.0894939,53.0301396
214.9326126,52.9183917
215.0165866,52.9788034
214.6368887,52.7083936
214.7894657,52.8176241
215.1687972,53.0860723
215.0544144,53.0054981
214.8915238,52.8902881
214.6547169,52.7209246
214.9320161,52.9177675
214.8360587,52.8510136
214.8183915,52.8382811
214.8077885,52.8306135
214.74591,52.7867172
214.9259394,52.9143047
215.0180918,52.980029
214.8261555,52.8430533
214.9109291,52.9040527
214.9084296,52.9021178
214.8538475,52.8635277
214.8390336,52.8521385
215.0647137,53.0130351
214.7610564,52.7974541
214.6828478,52.741272
214.9019134,52.8975895
214.8013731,52.8260633
215.040014,52.9952005
214.8526945,52.8629601
214.8117236,52.8328001
215.0972572,53.0355042
215.138774,53.0646142
215.1255055,53.0544988
215.156608,53.0768531
214.7389598,52.778868
214.8856826,52.8863273
214.9260125,52.9150138
215.0132343,52.9765147
214.8272214,52.8440209
215.0528464,53.004759
214.9944098,52.9633829
215.0884846,53.0283194
214.7827931,52.8130878
215.0549591,53.0062809
215.1400313,53.0661363
214.8696408,52.87511
215.0690576,53.0162278
214.8645467,52.8705837
214.8642823,52.8711297
215.1007271,53.0385542
214.7483275,52.7884956
214.9619511,52.9371351
214.8035817,52.8281509
214.9622737,52.9408707
215.1069606,53.0429566
215.160737,53.0799558
214.9924378,52.9622183
214.9275788,52.9161156
214.8310981,52.8471253
214.8987498,52.8957283
214.7131693,52.7634028
214.8654485,52.8710859
214.7122241,52.7629267
215.003868,52.9649622
215.0041443,52.9705104
214.8478079,52.8595626
214.8831849,52.8847819
214.7982683,52.8244393
214.9823461,52.9543162
214.7015506,52.7544218
214.888014,52.8883075
214.8518414,52.8620538
215.0092161,52.9731533
215.0509173,53.0035953
214.885239,52.8858268
214.9592546,52.9381585
215.029388,52.9881417
215.0368681,52.9935518
215.1571437,53.0783516
214.8308092,52.8467006
214.6719105,52.7341222
215.0893337,53.0307011
214.6508843,52.7189158
214.7937699,52.8156503
214.7947492,52.8220181
215.0653268,53.0138188
214.9905176,52.9610228
215.0984791,53.0367751
215.0784752,53.0228725
214.8898936,52.8893126
214.8382175,52.85283
215.0775869,53.0217501
215.001846,52.9687533
214.8107596,52.8333698
214.8024635,52.8260389
215.1318579,53.0601787
215.1161091,53.0489364
214.9663616,52.9434801
214.8828973,52.8848031
215.0872405,53.0288072
215.1133757,53.0476035
214.7218134,52.7698798
214.7545457,52.7929185
214.9050743,52.9000548
214.805455,52.8294403
215.1228198,53.0543374
214.8489455,52.860641
214.8267845,52.8432777
214.9448902,52.9288336
214.9613637,52.9388833
215.0466459,53.0006487
215.0286253,52.9880395
214.6743374,52.7359974
215.1448044,53.0698075
214.9997065,52.967624
214.8442891,52.8570384
214.868389,52.8742965
214.7867085,52.8163935
214.870487,52.8759615
214.92173,52.9119527
214.9023022,52.8986843
214.8057939,52.8297079
215.0140236,52.9750958
214.8144651,52.8333992
214.9094268,52.9037386
214.8231093,52.8422283
214.7195503,52.7683047
214.9153281,52.9058909
214.7883529,52.8176112
215.0992548,53.0366622
214.8478402,52.8599289
214.7021201,52.7559828
215.0624322,53.0119637
215.147728,53.071652
214.8370527,52.8520159
214.7430096,52.7823724
214.6391929,52.7092076
214.6591022,52.7235436
214.7085828,52.7597174
214.7344187,52.7787278
214.8741404,52.8684962
214.8888857,52.8836101
214.7964282,52.8233599
214.853366,52.861726
215.0022799,52.968955
215.0863565,53.0263631
214.8985248,52.8959317
215.0521054,53.0042798
214.8780227,52.8765719
214.9683569,52.9454613
215.0545094,53.0064445
214.8447987,52.8579274
214.8651874,52.8709423
214.8748545,52.8792189
214.6925936,52.7485281
215.1546559,53.0766835
214.6967627,52.7515106
215.0261557,52.9856379
215.0514811,53.0043394
215.104114,53.0411297
214.7144904,52.7649502
215.0491576,53.0027084
214.7610809,52.7982571
214.8293065,52.8466466
215.0877573,53.0286273
214.6565812,52.7234488
214.7598848,52.797402
215.1443197,53.069663
214.9992127,52.9670417
214.9234106,52.9136699
214.8939385,52.8929066
214.8728988,52.8779358
214.6671364,52.7310541
215.1690739,53.086248
214.6599867,52.7250705
214.8106864,52.833713
214.9830294,52.9560633
214.8228824,52.8411206
215.1620236,53.0810545
214.8249766,52.8422031
215.0864209,53.0284389
214.7345347,52.7793631
215.0665554,53.0150519
214.9032268,52.8995609
214.6800488,52.7398864
215.1688185,53.0864647
215.1260654,53.0564158
214.6608188,52.7257603
215.0804707,53.023452
214.6550779,52.7224849
214.8883228,52.8889402
214.7612928,52.7984718
214.8236415,52.8409861
214.9801882,52.9541215
214.9352612,52.9221083
215.152895,53.0758052
214.94905,52.9320789
215.0538644,53.0060999
214.814722,52.8366897
214.7874345,52.8162471
214.8322101,52.8491654
214.6580136,52.7246462
214.758866,52.7968512
215.0577884,53.0087137
215.132218,53.0613588
214.7037132,52.7574334
214.9247171,52.9149079
214.9107027,52.9049814
214.7867107,52.8167696
214.7471538,52.7885225
214.939795,52.9248137
214.9988684,52.9663914
214.867736,52.8744934
214.9431089,52.9253897
215.1364316,53.0643571
214.9603113,52.9401556
214.9695251,52.94668
214.9518182,52.9341503
214.9047798,52.8996549
215.1544958,53.0770545
215.0153902,52.9788571
214.6754775,52.7372687
214.871156,52.876701
214.978808,52.9514107
214.658077,52.7231515
214.8567855,52.8666805
214.7863291,52.8165642
214.9970513,52.9655477
214.9336595,52.9213319
214.9019289,52.8988278
214.9454047,52.9296079
215.0278797,52.9879936
215.1266961,53.057579
214.9442942,52.9288824
214.8018209,52.8254527
215.0146517,52.9771053
214.900507,52.8974723
214.7323988,52.7777685
215.0955984,53.0351624
214.8844278,52.88632
214.6666963,52.730722
214.7277717,52.7731189
214.9606224,52.9405162
215.0758312,53.0207477
214.676457,52.7379943
215.1361099,53.0639217
214.8895657,52.8900067
214.836679,52.8524199
214.8019693,52.8265818
214.7360442,52.780745
214.8037388,52.8291049
214.8028307,52.828142
214.672958,52.7343157
214.7385742,52.7803835
214.9351149,52.922486
214.9288446,52.9180375
214.9812193,52.9548282
214.9545382,52.9362668
214.6877681,52.7457897
214.8547968,52.8640455
214.804245,52.8294736
215.1293236,53.0595864
214.7979597,52.8250374
214.9828077,52.9562338
214.9534938,52.9355698
214.8102651,52.8330586
215.0178241,52.9810005
215.0070736,52.9729788
215.1310566,53.0608411
214.8700947,52.8759903
214.7293548,52.775997
214.8108988,52.834239
214.711647,52.7631538
215.1702531,53.0883728
215.0849549,53.0281637
214.6563296,52.7237654
214.9636128,52.9423776
215.1297195,53.0599134
214.7524911,52.7926521
215.0410123,52.9974661
214.828443,52.8468492
214.9162155,52.9084692
214.7836087,52.8131003
215.1528142,53.0761933
214.9909629,52.9620908
214.9707741,52.9478848
214.8189256,52.8395957
215.1131296,53.0483017
214.8597893,52.8691648
215.046484,53.0009003
214.6635749,52.7285337
214.6562018,52.7224723
214.9093778,52.9042218
214.8711962,52.8773002
214.9187168,52.9105841
214.7580704,52.7959804
215.0022947,52.9686433
215.1420039,53.0686354
214.7452274,52.7875647
215.0355008,52.9929149
214.8426212,52.8563679
215.1203908,53.0526356
214.8535623,52.8641273
214.9604713,52.9406857
214.8681725,52.8729336
215.0667767,53.0157554
214.6956481,52.7520605
214.8782812,52.8818887
215.1697632,53.0881656
214.9973319,52.9665746
214.8310969,52.8476921
214.8075185,52.8311036
215.1511316,53.0751085
214.6593518,52.7256453
214.9660655,52.9428311
215.1643716,53.0836891
214.8050066,52.8303052
214.8486679,52.8613873
215.0274546,52.988112
214.9466808,52.9307939
214.933384,52.921528
214.7225336,52.7698524
215.0123793,52.9774829
214.6425585,52.7141468
214.629112,52.7044704
214.9247804,52.9154922
214.8794198,52.8833168
215.0455445,52.9996097
214.7521757,52.7883464
214.6431644,52.7134928
215.1540968,53.0765078
214.7596563,52.7977721
214.7411123,52.7846178
214.9521309,52.9345992
214.7187984,52.7669768
214.6345583,52.7068207
214.6282178,52.7025805
215.1222654,53.0549479
214.8143702,52.8370732
214.9312804,52.9201793
214.7381468,52.7825523
215.0298768,52.9887581
215.1496939,53.0742606
214.7024218,52.7571317
215.0024825,52.9675197
214.9379655,52.9236633
215.1614943,53.0825628
215.0645692,53.01404
214.8759254,52.880973
215.1502274,53.0717623
214.9264906,52.9168667
214.7137094,52.7632939
215.0405838,52.9972977
214.7937912,52.8219679
214.761988,52.7998541
214.8168446,52.8389951
214.9487916,52.932727
215.0804136,53.0238346
214.7377464,52.7797985
214.6859893,52.74512
214.8772715,52.8816063
214.9060573,52.9023082
215.1269214,53.0583449
215.1282225,53.0586524
215.0247576,52.9812849
214.9205206,52.9127387
214.9115467,52.9062392
214.9429776,52.9283387
215.1451578,53.0708899
214.697832,52.7540652
214.6646045,52.7299656
215.089694,53.0322172
215.0529899,53.0030088
215.0995715,53.0390533
215.1274771,53.0582107
214.6922998,52.7491251
215.14854,53.0736734
214.8740012,52.8797677
214.8735212,52.8764216
215.0134604,52.9785794
214.8594148,52.8694263
214.8884827,52.8900073
214.6666762,52.7316235
214.849867,52.8619773
214.7004409,52.7558681
214.9820319,52.9555543
214.695509,52.752368
214.7340338,52.780044
214.7109597,52.7635376
215.0910435,53.0314201
214.8610504,52.8704338
214.7779064,52.8103511
215.0914803,53.0334419
215.0140607,52.9790558
214.870634,52.8769139
214.9219121,52.9138078
214.9786413,52.9539788
214.7968553,52.8243416
214.6879569,52.746779
214.9312215,52.9204132
214.7800385,52.8129784
214.8897135,52.8910442
214.7028513,52.7578043
215.08345,53.0277702
214.8544756,52.8647262
215.0944288,53.0357796
215.1356306,53.0634653
214.7097664,52.7625748
215.1010404,53.0394584
215.1712077,53.0897274
214.9327745,52.9216281
214.6394399,52.7123625
214.7934298,52.8086107
214.9659724,52.9436988
214.8745439,52.8800662
214.7913501,52.820624
214.6895907,52.7481453
215.085175,53.0292591
214.9734302,52.9504726
214.6473595,52.718086
214.8697488,52.8761968
214.8079082,52.8329233
215.0735475,53.0202689
214.9899944,52.9620461
214.7636963,52.801412
215.0616936,53.0111836
215.0223431,52.9841166
214.8266196,52.8461689
214.7257744,52.7742751
214.8294408,52.8476653
214.7281599,52.7760343
215.0261302,52.9877691
214.9211331,52.9120902
214.637508,52.7111059
214.8964083,52.89542
215.145615,53.071902
215.0709876,53.0194568
215.1147871,53.0496111
214.8479232,52.8615375
214.9193121,52.9122371
215.1229911,53.0558352
215.0385572,52.9962374
214.9092069,52.9050763
215.0388439,52.9960455
214.9085452,52.9046188
215.1708641,53.0892902
214.8424654,52.8567852
214.8490037,52.8623411
215.0577516,53.0100364
214.8990963,52.8979367
215.0332469,52.9928916
214.9919009,52.9635368
214.7221685,52.7714197
214.6807042,52.74105
214.7597085,52.798736
214.8608184,52.8706396
214.8009848,52.8271496
215.1095777,53.0459916
214.968966,52.9454229
215.1702736,53.089233
214.982759,52.9557077
214.9984394,52.968372
214.7260221,52.7742851
214.8466655,52.8607662
214.6653291,52.7312157
214.8946822,52.8940321
214.6313226,52.7065855
215.129696,53.0607296
215.0531782,53.0066921
214.8515462,52.8640502
215.1642335,53.0846333
214.9389904,52.9260287
214.6814578,52.7409182
214.7900124,52.8204291
214.9058825,52.9028565
214.8558584,52.8666843
214.74818,52.79059
215.1279499,53.0592246
214.9439047,52.929833
215.1453031,53.0702807
214.8315545,52.8495764
214.9308237,52.9205918
215.0965519,53.0376769
215.0356394,52.9947581
215.0316901,52.9918963
214.9509102,52.9348749
214.9037534,52.9013297
214.8411309,52.8568295
215.0976858,53.0381763
215.0166219,52.9805834
214.9846982,52.9588132
214.8627651,52.8715801
215.0737918,53.0212369
214.8557592,52.8673754
215.1462243,53.0717248
215.0631358,53.0132828
215.1683888,53.0879303
214.7462317,52.7878235
214.7723932,52.8080001
214.9772293,52.9535743
215.0602488,53.0117156
215.0730539,53.0202671
215.1465995,53.0729172
214.9581643,52.9399225
215.1167139,53.0519542
214.7861203,52.8159954
214.8749636,52.8807474
214.7200811,52.7672362
214.8322342,52.8503464
214.9604976,52.941315
214.9033042,52.9012525
214.9127476,52.90794
214.7941217,52.8235734
214.8301541,52.8492748
214.6392405,52.7109396
214.727837,52.7762649
214.8614506,52.8687625
215.129321,53.0593884
214.643676,52.7153167
214.8537036,52.8659808
215.1485614,53.0741648
215.0632231,53.0137565
214.8894297,52.890669
214.8371337,52.8530927
214.6580295,52.7262417
215.1589431,53.0807656
214.825428,52.8448161
214.7562452,52.795921
215.1349136,53.0605539
214.7367685,52.7817148
214.7791416,52.8130099
215.1227056,53.0562389
215.0162612,52.9800906
215.0114884,52.9779531
214.860246,52.8708092
214.6669588,52.7327752
214.713806,52.7662045
215.0341888,52.9940217
215.0742653,53.020806
215.0797884,53.0256514
215.1265927,53.0589074
214.8374954,52.8546478
214.852092,52.8644969
214.8003145,52.8271159
214.6643965,52.7309917
214.6394375,52.7130778
214.7706182,52.8068895
214.6629846,52.7300167
214.6673649,52.7321849
215.1036714,53.0430725
215.0106702,52.9770393
215.1066236,53.0451705
215.0313895,52.9921722
215.0010811,52.970702
214.7838239,52.8165404
214.8237965,52.8450176
214.7230954,52.7731311
214.7632282,52.8010574
215.1290298,53.0606397
214.6811023,52.7431006
215.0511337,53.0061519
214.7355174,52.7815262
215.1033381,53.0403695
215.1664184,53.0867841
214.9034941,52.9017345
215.0558559,53.0089082
214.7840305,52.8155349
215.0128887,52.9784075
214.8512468,52.8645429
214.8500547,52.8636519
215.0612897,53.0133466
215.0193098,52.9805904
214.6315779,52.7070527
215.0442125,53.0005992
214.705154,52.7596582
214.8451,52.8603016
214.7432105,52.7876627
214.646029,52.715994
214.9877522,52.9615071
214.8160842,52.8391385
214.905542,52.90327
214.8426085,52.8584707
215.1162985,53.0521149
215.1332434,53.0636563
214.7906574,52.8215587
214.7383421,52.7823999
214.6961618,52.7540553
215.0544218,53.0086593
214.9395425,52.9266517
215.0925604,53.0348645
214.6661983,52.7323468
215.1323155,53.0634736
215.0566118,53.0101452
214.8074373,52.8336308
214.8339197,52.8496114
215.1187998,53.053921
214.7222227,52.7720266
214.7148165,52.767469
214.81551,52.8391201
214.7337057,52.780991
215.058743,53.0117373
214.9578084,52.9399029
214.8434975,52.8589046
214.7415421,52.7866468
214.7887192,52.8203484
214.8528959,52.8659291
214.7329897,52.7802273
214.7020094,52.7581812
215.0750344,53.0232063
215.0737071,53.0222777
215.0975862,53.0392047
214.7862083,52.8180682
215.1489319,53.0746976
215.0190157,52.9838156
214.8245776,52.8457805
214.9965499,52.967237
214.8008005,52.8288271
214.843027,52.8585767
214.6292363,52.7062501
214.7570262,52.7974482
215.1720946,53.0891419
214.7160489,52.7681173
215.0154173,52.9806767
214.7435031,52.788152
214.6397624,52.7138357
214.7850059,52.8178126
214.8754257,52.8821951
215.1391302,53.0675918
214.812006,52.8368184
214.7476227,52.7910689
214.8191083,52.842009
214.691316,52.750625
214.7442589,52.7883595
214.9790138,52.955611
214.7316181,52.7797454
215.1264148,53.0594188
215.0403188,52.998349
214.9765172,52.9539347
215.0815366,53.0273252
214.7894252,52.8187434
214.7444616,52.7878612
215.0584528,53.0118135
215.1310982,53.0623146
214.904042,52.9026493
215.1664228,53.0874395
214.6346602,52.7094189
214.9731937,52.9509887
214.6616383,52.729688
214.9430679,52.9303186
214.8908754,52.8933033
215.14246,53.0709168
215.1333735,53.0645943
214.8976822,52.8967868
214.706213,52.7615782
215.142699,53.070695
215.1441816,53.0712806
215.1620193,53.0847371
214.9790096,52.9558194
214.8816151,52.8840121
215.0538502,53.0086172
214.8951674,52.8963658
214.9167282,52.9112842
214.6954464,52.7540588
214.746684,52.7880382
214.9483393,52.9333325
214.9280647,52.9181954
215.0455077,53.0013218
214.8622993,52.8728986
215.1225429,53.0569285
215.0232128,52.9871431
214.7755017,52.811244
215.0478807,53.0033513
215.0166129,52.9824664
214.7322185,52.7803048
214.6667292,52.7334107
214.86645,52.8758145
214.941846,52.9296166
214.6620837,52.7301785
214.6728624,52.7374826
215.0442281,53.002033
214.7088596,52.7637463
214.838854,52.856114
215.1271853,53.0601465
214.9437243,52.9309748
215.1011425,53.0415997
215.0373094,52.99681
215.057745,53.0114756
214.7235687,52.7738166
214.856254,52.8681313
214.7830431,52.8159546
215.0242501,52.9879649
214.721633,52.7725508
214.792123,52.8226824
215.0436511,53.0013566
214.8622148,52.8730348
214.7636666,52.8027527
214.7206387,52.7720456
215.1465011,53.0738043
215.0928639,53.0360874
214.9849323,52.9568473
215.1611058,53.08382
215.1232538,53.0577063
215.1243072,53.0584588
215.1432113,53.0715165
215.0604072,53.0132218
215.0437502,53.0016152
215.0270221,52.9899485
214.9561043,52.9395729
214.8314276,52.8511731
214.785178,52.8181789
214.8025912,52.8269598
214.8171851,52.8410462
214.7160509,52.7685539
215.0263979,52.9889217
214.9695774,52.9488921
214.9891976,52.963023
214.8453472,52.8606188
215.0966398,53.0390705
214.9915956,52.9649931
214.9602354,52.9418025
215.1185291,53.0540901
214.9700197,52.9493885
215.1124918,53.0495525
214.7368118,52.7824152
215.0904492,53.0338758
214.7418595,52.7875581
215.0303277,52.9924205
214.8692683,52.8730289
215.1662933,53.0881097
215.0608429,53.0138914
214.879709,52.88521
214.7469573,52.7907608
214.8179383,52.8411571
215.001923,52.9717539
214.8682322,52.8776689
214.8033316,52.8314834
215.0150045,52.9812554
214.7047736,52.7595683
215.0293049,52.9912918
215.0405087,52.9995135
214.9068163,52.9049285
214.8155827,52.8402232
215.09544,53.0369691
214.7908436,52.8224537
214.6929805,52.7514781
215.0879015,53.0327589
214.855599,52.8676095
215.0134395,52.9800736
214.8663749,52.8763995
214.9832256,52.9592768
215.0297775,52.9909729
214.7834536,52.8173785
214.7338659,52.7819492
214.6791979,52.742807
214.7709636,52.8083873
215.1595878,53.0833576
214.8989597,52.8993691
214.8787397,52.8836281
214.7441535,52.7888251
214.7436936,52.7884447
215.1202467,53.0555052
214.66093,52.7297431
214.7820457,52.8160033
215.0554465,53.0101175
214.9200971,52.9136322
214.8149503,52.8397466
214.9430688,52.9309067
215.0532404,53.0085544
214.717791,52.7703089
215.0838706,53.0303237
214.7216038,52.7732337
214.9121363,52.9084197
215.0250617,52.9879812
214.6779938,52.7407836
214.7453207,52.7902194
214.9257425,52.9186509
214.8668114,52.8756604
215.1174209,53.0537671
214.8368637,52.8555511
214.9817334,52.9581319
214.832255,52.8522547
215.0251207,52.9889669
215.0369222,52.9969709
215.1212337,53.0564054
214.9603444,52.9429454
214.8231512,52.8458005
214.9933864,52.9665824
214.9826796,52.9588995
214.8540261,52.8677879
214.7197023,52.7710104
215.0488526,53.0058302
215.0459473,53.0031094
214.8094726,52.8340953
214.9117738,52.9083902
214.8303791,52.8510316
214.7604165,52.8010614
215.0088833,52.9776222
215.1570006,53.0806248
215.0314039,52.9935394
214.936333,52.9263244
214.727219,52.7773595
214.8119273,52.8375686
215.0840807,53.0306608
214.7911234,52.8231145
215.0160572,52.9824728
215.1595977,53.0824065
214.920123,52.9141856
214.9541833,52.9389784
214.6382852,52.7117173
214.8386001,52.8569308
215.0918926,53.036188
215.0776069,53.0261234
214.8181819,52.8423903
215.062457,53.0154406
214.747741,52.7915308
215.0513112,53.0076221
214.6289247,52.70696
214.7953482,52.8259504
214.6778163,52.742114
214.9299593,52.9215098
215.1323803,53.0645076
214.7824601,52.8169481
214.9281203,52.9203008
215.115136,53.0525147
215.0191248,52.9828606
214.6707996,52.7371076
214.6434085,52.7174509
215.1458382,53.0720665
215.0182431,52.9839571
215.0023983,52.9710215
214.915515,52.9116653
215.0784642,53.0268114
215.0876986,53.0331704
214.810639,52.8371237
215.145099,53.0715895
215.0152807,52.9820167
215.028603,52.9905254
215.0084262,52.9774559
214.8253214,52.847584
214.6486445,52.7197409
214.8250911,52.8471029
214.841858,52.8589016
214.8621547,52.8737334
214.7568812,52.7987955
214.9554638,52.9400102
214.8798668,52.8857704
214.8888642,52.8928067
214.6595631,52.7266553
215.117172,53.0540161
215.1486415,53.0756105
214.6723471,52.7382433
214.9462166,52.9335039
215.050938,53.0073886
214.8382724,52.8566161
215.1371986,53.0676309
214.9475126,52.9341086
214.673272,52.7390147
214.9002792,52.9003783
215.0940463,53.034914
215.0934877,53.0371859
215.075777,53.0250698
214.8014322,52.8302381
215.023231,52.9879537
214.8768871,52.8842454
214.6739548,52.7393779
214.6811471,52.7405309
215.0000833,52.9710264
215.0645934,53.0171741
214.9531316,52.9383147
215.0265906,52.9904424
215.0513608,53.0079294
214.9355744,52.9260689
214.713202,52.7677337
214.8085265,52.8358158
214.9307408,52.9212366
214.6353514,52.7110576
214.8249371,52.8475234
214.7020012,52.7587369
214.8538477,52.8668603
214.9355295,52.9254474
215.057159,53.0102868
214.9285851,52.9206897
215.0044412,52.9739288
215.1416345,53.0715049
214.8408402,52.8583774
214.838188,52.8569195
215.0592977,53.0136246
215.0242841,52.9889224
214.8085162,52.8343285
214.9851986,52.9594257
215.0786115,53.0259277
214.9679913,52.9484501
214.9653572,52.9473047
215.170119,53.0901918
215.0317847,52.9938575
215.0898061,53.0330474
214.7256308,52.7767523
215.0034745,52.9722443
214.645261,52.7191355
215.0079373,52.9732333
215.1639881,53.0861726
214.8647362,52.8758216
215.0862197,53.0315284
214.7860752,52.8197464
214.9998763,52.9712491
215.1459499,53.0746303
215.1680574,53.0876309
215.0502432,53.0058842
214.7932937,52.8234472
215.0108469,52.9789854
214.9840446,52.9604995
215.0750518,53.0239172
215.0249491,52.9869422
214.8694822,52.8793913
214.8086691,52.8360334
214.9751914,52.9542657
215.0638028,53.0113875
215.0586945,53.0133367
214.8876881,52.8923439
215.060107,53.0137848
215.1191109,53.0554744
214.9352412,52.926107
214.9235004,52.9177836
214.7687914,52.8073767
214.7359824,52.7840366
214.9162945,52.9125709
214.7929723,52.824469
214.7320452,52.7814865
214.9887771,52.9633131
214.9451633,52.9331758
214.8018914,52.8309673
214.9261522,52.9197082
214.9288901,52.9216559
215.0955792,53.0385283
214.7002435,52.757806
214.91581,52.9121816
214.7985627,52.8285848
215.0086993,52.9781709
215.1225511,53.0580677
214.7866586,52.8200993
214.8021384,52.8314071
214.6360721,52.712783
214.886945,52.891977
215.1157827,53.0535885
215.0133228,52.981069
215.1678448,53.0902009
215.0503759,53.0074956
214.672949,52.7392806
214.8374076,52.8563839
215.1089513,53.0488862
215.1162698,53.0540121
214.7064498,52.7632872
214.9245765,52.918723
214.9929833,52.966892
214.7722056,52.8101831
215.1273695,53.0616421
214.6877133,52.7498974
215.0220832,52.9877104
214.9574839,52.9417971
214.7178028,52.7712166
214.7858473,52.8199473
214.7773662,52.8126631
214.8422027,52.8602513
214.8166193,52.8420389
215.0845338,53.0311724
215.1395281,53.0704426
214.6369961,52.7130186
214.6855904,52.7484433
214.7471753,52.7914144
214.9682657,52.9491605
214.8783838,52.8853954
214.9302373,52.92205
215.0664366,53.0187771
215.010204,52.9792163
214.8666017,52.8723871
215.102933,53.044368
214.9676236,52.9492818
214.9784082,52.9565221
215.1325619,53.0655034
214.9052193,52.9050788
215.0129344,52.9811498
215.0362427,52.9978117
214.948269,52.9355236
214.9114451,52.9095043
214.6284816,52.707551
214.8410822,52.8591515
214.9141956,52.905565
215.10286,53.0435386
214.8635471,52.8752818
214.9551174,52.9386375
214.6387421,52.7149541
214.6336663,52.7112892
214.748749,52.7936133
214.909766,52.908011
214.6834146,52.7469985
214.7954762,52.8255617
215.0382938,52.9993607
214.9161123,52.9124412
214.8168817,52.8424048
214.7520296,52.7961233
214.7282165,52.7788753
215.0397511,53.0004002
214.8529949,52.8674085
214.9343815,52.9259168
215.1229971,53.0590048
215.0544952,53.0103223
214.9969523,52.96978
214.7366246,52.7845819
215.1033727,53.0451074
214.855902,52.8702257
215.1200128,53.05693
214.8711315,52.8808736
214.9552656,52.9407438
214.947491,52.9352331
214.7768543,52.8135041
214.747603,52.7927032
215.0809328,53.0295039
214.9703235,52.9507909
215.1337077,53.0660277
214.9415293,52.9310428
215.007985,52.9780478
214.9835157,52.9607689
215.052685,53.0095386
214.9652058,52.9478039
214.8832769,52.8896528
214.6434025,52.7181123
214.6603424,52.7305258
214.9996596,52.970987
215.1310036,53.0645009
215.1264053,53.0615339
214.8290801,52.8506405
214.9383683,52.9274761
214.8285389,52.8502018
214.8834951,52.8891947
215.0898714,53.0338037
214.7808469,52.8168245
214.6898689,52.7516451
214.8449943,52.8626063
215.0103755,52.9794799
214.6944294,52.752859
215.038346,52.9996064
215.1371563,53.0690914
214.9878748,52.9638998
214.9951001,52.9689688
215.0089495,52.9789041
214.9057419,52.9058187
214.8487839,52.8653986
214.9302127,52.9227967
214.9300194,52.9229207
215.0223223,52.9882818
214.9019256,52.9019688
214.7166074,52.7709729
214.9927555,52.9674958
214.8215516,52.8444932
214.7986395,52.829728
215.0900472,53.0333577
214.8818562,52.8885632
214.9975067,52.9706779
215.0195374,52.9864671
214.8341891,52.8550957
214.8652546,52.8746847
214.7215182,52.7715843
215.1311122,53.0633756
214.6435608,52.7179151
214.8916104,52.8959477
214.7484614,52.7938548
214.8315412,52.8530107
214.9191968,52.9155268
214.7397867,52.7878048
214.6318896,52.7104745
214.6740125,52.7403095
214.7919847,52.8200684
214.656215,52.7273618
214.8807487,52.8882723
214.8738984,52.8833902
214.995733,52.9681628
214.9729393,52.9518598
214.7008537,52.7597134
214.7081552,52.7652441
214.9113778,52.9100619
215.1181947,53.0557135
214.9087273,52.9082071
215.1261498,53.0617363
215.0272706,52.9921133
214.9687631,52.949453
214.8771339,52.8857934
214.6432991,52.7183412
214.9146497,52.9118488
214.6580306,52.7266774
215.0344944,52.9967132
215.0101583,52.9784718
214.65486,52.7271368
214.6326325,52.7109912
214.8368322,52.8571946
215.1652363,53.0892189
214.8728291,52.8827269
214.7499084,52.7952188
